"Vaccination-new.administration","","","",0,1,"","","","BackboneElement {[]} {[]}
","Immunization Administration","Immunization Administration","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration",0,1,"",""
"Vaccination-new.administration.date","","","",0,1,"","","","BackboneElement {[]} {[]}
","Date of Immunization Administration","The date the immunization was administered to the person. ","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.date",0,1,"",""
"Vaccination-new.administration.date.value","","","",0,1,"","","","dateTime {[]} {[]}
","Date of Immunization Administration","The date the immunization was administered to the person. ","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.date.value",0,1,"",""
"Vaccination-new.administration.date.estimated","","","",0,1,"","","","BackboneElement {[]} {[]}
","Estimated Date Flag","A flag to indicate the recorded date of the immunization was estimated.   ","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.date.estimated",0,1,"",""
"Vaccination-new.administration.dosage","","","",0,*,"","","","Quantity {[]} {[]}
","Quantity administered","Quantity of the dose administered; (e.g., influenza dose is 0.25 or 0.5).  ","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.dosage",0,*,"",""
"Vaccination-new.administration.routeOfAdministration","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Immunization Route of Administration","Route by which the immunizing agent is administered to the body (intramuscular injection, subcutaneous injection, oral, etc.).","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.routeOfAdministration",0,1,"",""
"Vaccination-new.administration.site","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Immunization Anatomical Site","The set of body locations to or through which an immunizing agent may be administered.","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.site",0,1,"",""
"Vaccination-new.administration.performer","","","",0,1,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/HealthProfessional {[]} {[]}
","Health Professional administering the vaccine","Health Professional responsible for administering the vaccine or prophylaxis","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.performer",0,1,"",""
"Vaccination-new.administration.administrationCenter","","","",0,1,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/SimpleOrganization {[]} {[]}
","Responsible Administration Center","Administering centre or a health authority responsible for the vaccination event","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.administrationCenter",0,1,"",""
"Vaccination-new.administration.location","","","",0,1,"","","","Location {[]} {[]}
","Location","Where the vaccine has or should have been administrated","","","","","","","","","",,,,,"",,,,"Vaccination-new.administration.location",0,1,"",""
"Vaccination-new.protocol","","","",0,1,"","","","BackboneElement {[]} {[]}
","Protocol applied","The protocol (set of recommendations) being followed by the provider who administered the dose.","","","","","","","","","",,,,,"",,,,"Vaccination-new.protocol",0,1,"",""
"Vaccination-new.protocol.doseNumber","","","",0,1,"","","","BackboneElement {[]} {[]}
","Dose Number","Dose Number","","","","","","","","","",,,,,"",,,,"Vaccination-new.protocol.doseNumber",0,1,"",""
"Vaccination-new.protocol.seriesDoseNumber","","","",0,1,"","","","BackboneElement {[]} {[]}
","Series Dose Number","Series Dose Number","","","","","","","","","",,,,,"",,,,"Vaccination-new.protocol.seriesDoseNumber",0,1,"",""
"Vaccination-new.protocol.seriesComplete","","","",0,1,"","","","boolean {[]} {[]}
","Vaccination series complete","Vaccination series complete","","","","","","","","","",,,,,"",,,,"Vaccination-new.protocol.seriesComplete",0,1,"",""
"Vaccination-new.reaction","","","",0,*,"","","","BackboneElement {[]} {[]}
","Adverse Reaction","Adverse Reaction","","","","","","","","","",,,,,"",,,,"Vaccination-new.reaction",0,*,"",""
"Vaccination-new.reaction.reported","","","",0,1,"","","","boolean {[]} {[]}
","Adverse Reaction Following Immunization Reported","A flag to identify an adverse reaction was reported following administration of a vaccine.","","","","","","","","","",,,,,"",,,,"Vaccination-new.reaction.reported",0,1,"",""
"Vaccination-new.reaction.date","","","",0,1,"","","","dateTime {[]} {[]}
","Reaction date","Reaction date","","","","","","","","","",,,,,"",,,,"Vaccination-new.reaction.date",0,1,"",""
"Vaccination-new.reaction.detail","","","",0,1,"","","","BackboneElement {[]} {[]}
","Reaction detail","Reaction detail","","","","","","","","","",,,,,"",,,,"Vaccination-new.reaction.detail",0,1,"",""
"Vaccination-new.reaction.note","","","",0,1,"","","","markdown {[]} {[]}
","Immunization Notes","Additional information relevant to the immunization record.","","","","","","","","","",,,,,"",,,,"Vaccination-new.reaction.note",0,1,"",""
"Vaccination-new.forecast","","","",0,1,"","","","BackboneElement {[]} {[]}
","Subject's immunization forecast","Subject's immunization forecast","","","","","","","","","",,,,,"",,,,"Vaccination-new.forecast",0,1,"",""
"Vaccination-new.forecast.creationDate","","","",0,1,"","","","dateTime {[]} {[]}
","Immunization Forecast Status Generated Date","The date the subject's immunization forecast was generated ","","","","","","","","","",,,,,"",,,,"Vaccination-new.forecast.creationDate",0,1,"",""
"Vaccination-new.forecast.date","","","",0,*,"","","","BackboneElement {[]} {[]}
","Immunization Forecast Date","The date provided in the subject's immunization forecast.","","","","","","","","","",,,,,"",,,,"Vaccination-new.forecast.date",0,*,"",""
"Vaccination-new.forecast.date.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Immunization Forecast Date Type","Type of immunization forecast date;  based on the immunization forecast types.","","","","","","","","","",,,,,"",,,,"Vaccination-new.forecast.date.type",0,1,"",""
"Vaccination-new.forecast.date.value","","","",0,1,"","","","dateTime {[]} {[]}
","Immunization Forecast Date","The date provided in the subject's immunization forecast.","","","","","","","","","",,,,,"",,,,"Vaccination-new.forecast.date.value",0,1,"",""
"Vaccination-new.forecast.status","","","",0,1,"","","","BackboneElement {[]} {[]}
","Immunization Forecast Status","Represents the subject's requirement for a particular Administrable Immunizing Agent.","","","","","","","","","",,,,,"",,,,"Vaccination-new.forecast.status",0,1,"",""
