"Product.name","","","",0,*,"","","","string {[]} {[]}
","Product Name","Product Name","","","","","","","","","",,,,,"",,,,"Product.name",0,*,"",""
"Product.composition","","","",0,1,"","","","BackboneElement {[]} {[]}
","Composition","Composition of this product","","","","","","","","","",,,,,"",,,,"Product.composition",0,1,"",""
"Product.composition.ingredient","","","",0,*,"","","","BackboneElement {[]} {[]}
","Ingredient","Information about the igredients composing this product","","","","","","","","","",,,,,"",,,,"Product.composition.ingredient",0,*,"",""
"Product.composition.ingredient.substanceName","","","",0,1,"","","","string {[]} {[]}
","Substance name","Name of the substance / specified substance","","","","","","","","","",,,,,"",,,,"Product.composition.ingredient.substanceName",0,1,"",""
"Product.composition.ingredient.substanceCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Substance code","Code identifying this substance / specified substance. When active it is the substance that triggers an immune response to a specific disease with a role of an antigen. Derivable from vaccine product.","","","","","","","","","",,,,,"",,,,"Product.composition.ingredient.substanceCode",0,*,"",""
"Product.composition.ingredient.ingredientRole","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Ingredient role","Role of this ingredient","","","","","","","","","",,,,,"",,,,"Product.composition.ingredient.ingredientRole",0,1,"",""
"Product.composition.ingredient.substanceQuantity","","","",0,1,"","","","Ratio {[]} {[]}
","Substance quantity","Quantity of this substance / specified substance. It can be per unit of presentation or per concentration.","","","","","","","","","",,,,,"",,,,"Product.composition.ingredient.substanceQuantity",0,1,"",""
"Product.composition.description","","","",0,1,"","","","string {[]} {[]}
","Textual Composition","Textual description of the product composition","","","","","","","","","",,,,,"",,,,"Product.composition.description",0,1,"",""
"Product.marketAuthorizationHolder","","","",0,1,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/SimpleOrganization {[]} {[]}
","Market Authorization Holder (MAH)","the organisation that holds the authorisation for marketing a Medicinal Product in a region","","","","","","","","","",,,,,"",,,,"Product.marketAuthorizationHolder",0,1,"",""
"Product.manufacturer","","","",0,1,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/SimpleOrganization {[]} {[]}
","manufacturer","Organisation that holds the authorisation for the manufacturing process","","","","","","","","","",,,,,"",,,,"Product.manufacturer",0,1,"",""
